RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i5a_health,i6_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i7b_health,weight,gender,age,region,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
1862,29/04/2020 08:54,week 2,8,8,10, , , ,Yes,Somewhat difficult,Very unwilling,Always,Always,Always,Frequently,Always,Always,Always,Not at all,Sometimes,Always,Always,Always,Always,Always,Always,Rarely,Not at all,Not at all,Sometimes,Frequently,5,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.884344924,Female,36,Selangor,8 or more,1,Full time employment,3,Not at all,Not at all,Not at all,Not at all
1863,29/04/2020 08:54,week 2,5,2,1, , , ,Yes,Somewhat easy,Somewhat willing,Always,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Always,Frequently,Always,Rarely,Always,Always,Always,Always,Rarely,Not at all,Not at all,Rarely,Frequently,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.943010097,Male,43,Selangor,6,4,Full time employment,7,Several days,Not at all,Several days,Not at all
1864,29/04/2020 08:55,week 2,5,0,1, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Frequently,Always,Always,Always,Always,Frequently,Frequently,Frequently,Rarely,Always,7,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.322845241,Female,28,Perak,5,1,Full time employment,8,Not at all,Not at all,Not at all,Not at all
1865,29/04/2020 08:55,week 2,7,5,1, , , ,No,Not sure,Neither willing nor unwilling,Always,Always,Always,Always,Always,Sometimes,Always,Always, , ,Not at all,Always,Always,Always,Always,Rarely,Always,Always,Always,Always,12, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.310770803,Female,35,Perak,5,0,Other,5,Not at all,Nearly every day,Several days,Not at all
1866,29/04/2020 08:57,week 2,7,7,7, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.884344924,Female,36,Selangor,2,3,Full time student,10,Several days,Several days,Several days,Several days
1867,29/04/2020 08:57,week 2,2,0,0, , , ,Yes,Somewhat easy,Somewhat willing,Always,Frequently,Frequently,Always,Always,Not at all,Not at all,Not at all, , ,Not at all,Always,Always,Always,Always,Not at all,Sometimes,Frequently,Frequently,Frequently,30, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.912775591,Female,37,Kuala Lumpur,3,0,Other,1,Nearly every day,Nearly every day,Nearly every day,Nearly every day
1868,29/04/2020 08:58,week 2,2,0,0, , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Always,Always,Not at all,Not at all,Not at all,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,Sometimes,Sometimes,Always,Not at all,24,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , ,No,No,No,No,No,Yes, ,0.943010097,Male,35,Selangor,3,0,Full time employment,5,Several days,Several days,Several days,Several days
1869,29/04/2020 08:58,week 2,2,0,0, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Rarely,Always,Always,Always,Always,Not at all, , ,Not at all,Always,Always,Always,Not at all,Not at all,Always,Rarely,Rarely,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.921183814,Female,26,Kuala Lumpur,6,0,Full time student,6,Several days,Several days,Several days,Several days
1870,29/04/2020 09:03,week 2,4,0,0, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Frequently,Frequently,Sometimes,Always, ,Frequently,Frequently,Sometimes,Frequently,Always,Always,Always,Sometimes,Sometimes,Sometimes,Always,2, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.994589237,Male,23,Selangor,4,1,Full time student,6,Several days,Not at all,Several days,Several days
1871,29/04/2020 09:04,week 2,6,2,0, , , ,Not sure,Somewhat easy,Very willing,Rarely,Always,Always,Frequently,Frequently,Frequently,Frequently,Rarely,Frequently,Sometimes,Frequently,Always,Always,Always,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Frequently,12,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.96222327,Female,26,Selangor,7,2,Part time employment,6,Several days,Several days,Several days,More than half the days
1872,29/04/2020 09:06,week 2,2,2,0, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,5,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not",Not sure,No,No,No,No,No,Yes, ,0.884344924,Female,40,Selangor,3,1,Full time employment,5,More than half the days,Several days,Several days,More than half the days
1873,29/04/2020 09:07,week 2,0,0,0, , , ,No,Somewhat easy,Very willing,Sometimes,Sometimes,Rarely,Frequently,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Sometimes,Always,Not at all,Rarely,Rarely,Always,1, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.994883766,Female,23,Negeri Sembilan,7,1,Full time student,5,Several days,Several days,Several days,Several days
1874,29/04/2020 09:11,week 2,3,1,0, , , ,Yes,Somewhat easy,Somewhat willing,Always,Frequently,Frequently,Frequently,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.884344924,Female,41,Selangor,4,0,Full time employment,8,Several days,More than half the days,Nearly every day,Nearly every day
1875,29/04/2020 09:13,week 2,0,0,0, , , ,Yes,Very easy,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Sometimes,Frequently,Always,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.884344924,Female,36,Selangor,2,0,Full time employment,5,Several days,Not at all,Not at all,Not at all
1876,29/04/2020 09:14,week 2,3,0,1, , , ,Yes,Somewhat easy,Somewhat willing,Always,Frequently,Always,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Frequently,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.83736518,Male,44,Kuala Lumpur,3,1,Full time employment,6,Several days,Several days,Several days,Several days
1877,29/04/2020 09:15,week 2,1,10,1, , , ,Yes,Somewhat easy,Somewhat willing,Sometimes,Always,Always,Frequently,Sometimes,Frequently,Sometimes,Rarely,Sometimes, ,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Frequently,Sometimes,10,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.928559093,Female,31,Johor,2,0,Full time employment,7,More than half the days,Several days,Nearly every day,More than half the days
1878,29/04/2020 09:16,week 2,3,5,0, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Frequently, ,Frequently,Frequently,Always,Always,Always,Sometimes,Frequently,Frequently,Frequently,Frequently,10,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.951696831,Male,34,Selangor,2,0,Full time employment,8,Several days,Not at all,Several days,Several days
1879,29/04/2020 09:16,week 2,4,0,0, , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Always,Not at all,Not at all,Not at all,Always, ,Not at all,Always,Always,Always,Always,Not at all,Rarely,Rarely,Always,Not at all,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.96222327,Female,29,Selangor,4,0,Full time employment,7,Not at all,Not at all,Not at all,Not at all
1880,29/04/2020 09:18,week 2,0,0,1, , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Always,Frequently,10, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.861266707,Female,32,Johor,7,2,Not working,6,Not at all,Not at all,Not at all,Not at all
1881,29/04/2020 09:19,week 2,0,0,0, , , ,No,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.84662703,Female,39,Kuala Lumpur,1,0,Full time employment,5,Several days,Several days,More than half the days,Several days
1882,29/04/2020 09:19,week 2,1,1,0, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,10,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not", ,No,No,No,No,No,Yes, ,1.013054928,Male,26,Perak,3,1,Full time employment,10,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
1883,29/04/2020 09:24,week 2,1,0,0, , , ,Yes,Somewhat difficult,Somewhat unwilling,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Not at all,Frequently,6,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Bekerja,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.96222327,Female,26,Selangor,7,0,Part time employment,6,More than half the days,Several days,Several days,Several days
1884,29/04/2020 09:27,week 2,1,0,0,No,Frequently,No,Yes,Very difficult,Very unwilling,Always,Always,Always,Always,Always,Not at all,Not at all,Not at all, ,Always,Always,Not at all,Not at all,Not at all,Always,Not at all,Always,Always,Always,Not at all,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,Yes,Yes,No,No,No,0.900921697,Female,28,Kelantan,8 or more,2,Not working,5,Nearly every day,Several days,Several days,Several days
1885,29/04/2020 09:28,week 2,6,10,0, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Not at all,Always,Not at all,Always,Always,Always,Always,Always,Sometimes,Sometimes,Always,Always,Always,Always,10,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No, I have not","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.928559093,Female,25,Johor,8 or more,4,Full time employment,1,Nearly every day,Nearly every day,Nearly every day,Nearly every day
