RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i5a_health,i6_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i7b_health,weight,gender,age,region,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
1273,28/04/2020 02:28,week 2,2,3,3, , , ,No,Somewhat difficult,Neither willing nor unwilling,Frequently,Frequently,Frequently,Always,Frequently,Always,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Always,5,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Office,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.968198336,Female,33,Central Region,6,2,Full time employment,5,Several days,More than half the days,Not at all,Not at all
1274,28/04/2020 02:29,week 2,0,0,6,No,Rarely,No,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Rarely,Always,Always,Always,Always,Always,Always,Always,Always,Always,6,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,Yes,No,No,0.984535784,Female,21,Southern Region,8 or more,0,Full time employment,10,Not at all,Several days,More than half the days,More than half the days
1275,28/04/2020 02:30,week 2,3,3,3, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,Sometimes,Frequently,Frequently,Always,Sometimes,Sometimes,Frequently,Frequently,Always,4,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,"No, I have not","Yes, and they have not received their results from the test yet",No,No,No,No,No,Yes, ,1.078267438,Male,53,Central Region,4,1,Full time employment,5,More than half the days,More than half the days,More than half the days,Not at all
1276,28/04/2020 02:31,week 2,2,10,2, , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Frequently,Always,Rarely,Frequently,Always,Not at all, ,Frequently,Sometimes,Sometimes,Frequently,Always,Not at all,Sometimes,Sometimes,Sometimes,Sometimes,5,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.203344703,Male,37,Central Region,3,0,Full time employment,4,Several days,Not at all,Several days,Several days
1277,28/04/2020 02:31,week 2,1,0,0, , , ,No,Very easy,Very willing,Always,Always,Frequently,Always,Frequently,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Sometimes,Always,Always,Frequently,Always,12,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.011316104,Female,47,Southern Region,3,0,Part time employment,7,Not at all,Not at all,Not at all,Not at all
1278,28/04/2020 02:31,week 2,0,0,1, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,Always,15,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.952328505,Female,45,Northern Region,5,3,Full time employment,8,Not at all,Not at all,Not at all,Not at all
1279,28/04/2020 02:32,week 2,2,6,3, , , ,Not sure,Very easy,Very willing,Always,Rarely,Sometimes,Always,Sometimes,Rarely,Rarely,Not at all, ,Rarely,Not at all,Sometimes,Not at all,Not at all,Always,Rarely,Not at all,Sometimes,Frequently,Sometimes,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"Yes, and I tested positive","Yes, and they tested positive",No,No,No,No,No,Yes, ,0.857901844,Male,53,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),3,1,Not working,3,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
1280,28/04/2020 02:33,week 2,4,0,2, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always, ,Sometimes,Always,Always,Always,Always,Sometimes,Always,Sometimes,Always,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.085284809,Female,41,Northern Region,4,0,Full time employment,5,More than half the days,More than half the days,Several days,Several days
1281,28/04/2020 02:34,week 2,1,2,2, , , ,No,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Sometimes,Always,Always,Rarely,Always,Frequently,Always,Always,Always,Always,Frequently,Not at all,Not at all,Always,Always,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,?????????,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I have not received my results from the test yet",Not sure,No,No,No,No,No,Yes, ,1.067690626,Female,26,Southern Region,7,2,Full time employment,10,More than half the days,Not at all,More than half the days,Not at all
1282,28/04/2020 02:34,week 2,0,3,2, , , ,Yes,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Always,Frequently,Always,Sometimes, ,Frequently,Frequently,Always,Always,Always,Always,Not at all,Frequently,Frequently,Frequently,4,No,No,No,No,No,No,Yes,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.064793625,Male,45,Southern Region,2,0,Full time employment,7,Several days,Several days,Several days,Several days
1283,28/04/2020 02:35,week 2,100,0,1, , , ,Yes,Very easy,Very willing,Always,Frequently,Frequently,Always,Always,Always,Always,Always,Always, ,Frequently,Rarely,Frequently,Frequently,Always,Frequently,Always,Not at all,Sometimes,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.090281919,Female,28,Southern Region,5,0,Full time employment,5,Not at all,Not at all,Not at all,Not at all
1284,28/04/2020 02:35,week 2,3,0,0, , , ,Yes,Somewhat difficult,Somewhat willing,Always,Always,Always,Always,Always,Sometimes,Frequently,Always,Frequently,Always,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Not at all,Not at all,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,???????,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.199249012,Female,38,Central Region,6,2,Full time employment,9,Not at all,Not at all,Not at all,Not at all
1285,28/04/2020 02:35,week 2,0,0,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Not at all, , ,Sometimes,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.203344703,Male,39,Central Region,1,0,Unemployed,6,Prefer not to say,Several days,Prefer not to say,Not at all
1286,28/04/2020 02:36,week 2,2,2,1,Yes,Always,No,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,Always,Always,Frequently,Not at all,Not at all,Always,Frequently,Always,Always,Always,Always,20,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,Yes,No,No,No,1.018167209,Male,39,Central Region,3,1,Full time employment,8,Prefer not to say,More than half the days,Prefer not to say,Not at all
1287,28/04/2020 02:36,week 2,5,6,3, , , ,No,Neither easy nor difficult,Somewhat unwilling,Frequently,Sometimes,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Sometimes,Always,3,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","Yes, and they have not received their results from the test yet",No,No,No,No,No,Yes, ,1.086115614,Male,29,Southern Region,6,1,Full time employment,4,Several days,Several days,Several days,Several days
1288,28/04/2020 02:36,week 2,1,1,1, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Frequently,Always,Always,Always,Frequently,Always,Frequently,Always, ,Always,Always,Always,Always,Always,Rarely,Always,Always,Always,Frequently,15,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.920601766,Male,56,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),1,0,Part time employment,8,Nearly every day,Several days,Several days,Several days
1289,28/04/2020 02:36,week 2,2,3,2, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Sometimes,Always,Frequently,Frequently,Frequently,Always,Always,Always,Frequently,Frequently,Always,20,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I have not received my results from the test yet","Yes, and they have not received their results from the test yet",No,No,No,No,No,Yes, ,0.983097583,Female,22,Central Region,4,1,Part time employment,5,Several days,Several days,Several days,Not at all
1290,28/04/2020 02:36,week 2,1,2,2, , , ,Not sure,Neither easy nor difficult,Very willing,Always,Always,Always,Frequently,Always,Frequently,Always,Always,Always,Not at all,Frequently,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Frequently,Always,5,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.989095205,Female,28,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),8 or more,3,Full time employment,10,Not at all,Not at all,Not at all,Not at all
1291,28/04/2020 02:37,week 2,2,3,3, , , ,No,Somewhat easy,Somewhat willing,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Always,Always,Frequently, ,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Always,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.227625602,Female,30,Southern Region,4,0,Full time employment,8,Several days,Several days,Several days,Several days
1292,28/04/2020 02:37,week 2,66,6,6,Not sure,Always,Not sure,Not sure,Very easy,Neither willing nor unwilling,Sometimes,Sometimes,Sometimes,Frequently,Always,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","Yes, and they have not received their results from the test yet",No,No,Yes,No,No,No, ,0.861777943,Female,22,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),4,3,Part time employment,8,More than half the days,Several days,More than half the days,More than half the days
1293,28/04/2020 02:39,week 2,2,5,1, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Frequently,Frequently,Always,Always,Frequently,Always,Always,Not at all, ,Frequently,Frequently,Frequently,Always,Always,Frequently,Sometimes,Frequently,Frequently,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.055925093,Male,54,Central Region,3,0,Full time employment,7,Not at all,Not at all,Not at all,Not at all
1294,28/04/2020 02:39,week 2,2,4,1, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Sometimes,Always,Always,Sometimes,Frequently,Sometimes,Always,Always,Always,Always,Frequently,Frequently,Frequently,Always,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.843348301,Female,46,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),6,2,Full time employment,6,Several days,More than half the days,Several days,More than half the days
1295,28/04/2020 02:39,week 2,2,0,0, , , ,No,Somewhat difficult,Very willing,Always,Frequently,Frequently,Frequently,Always,Frequently,Rarely,Always, ,Not at all,Frequently,Sometimes,Always,Always,Rarely,Sometimes,Not at all,Rarely,Frequently,Frequently,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.937439422,Male,59,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),4,1,Retired,7,Several days,Not at all,Several days,Not at all
1296,28/04/2020 02:40,week 2,0,0,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Not at all, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not", ,No,No,No,No,No,Yes, ,0.910582044,Male,52,Northern Region,5,0,Full time employment,5,Not at all,Not at all,Not at all,Not at all
1297,28/04/2020 02:41,week 2,1,1,2, , , ,No,Somewhat easy,Somewhat willing,Frequently,Always,Always,Frequently,Frequently,Always,Frequently,Frequently,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Frequently,Frequently,Frequently,Always,5,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not",Not sure,No,No,No,No,No,Yes, ,0.981658083,Male,48,Northern Region,5,1,Full time employment,7,More than half the days,More than half the days,More than half the days,Several days
1298,28/04/2020 02:41,week 2,1,8,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Frequently,Frequently,Always,Rarely,Rarely, ,Rarely,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Always,Sometimes,Sometimes,Always,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I have not received my results from the test yet","No, they have not",No,No,No,No,No,Yes, ,0.928619662,Male,37,Northeastern Region,2,0,Part time employment,3,Not at all,Nearly every day,Several days,Several days
1299,28/04/2020 02:42,week 2,2,14,1, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Sometimes,Frequently,Not at all,Rarely,Frequently, ,Rarely,Rarely,Rarely,Rarely,Frequently,Rarely,Always,Rarely,Sometimes,Frequently,3,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.96502895,Female,29,Northern Region,3,0,Full time employment,5,Several days,Several days,Several days,Several days
1300,28/04/2020 02:42,week 2,2,2,3, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,10,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.893574721,Male,51,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),3,0,Full time employment,8,Not at all,Not at all,Not at all,Not at all
1301,28/04/2020 02:42,week 2,3,0,0, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Not at all,Always,Always,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.115744774,Male,19,Northeastern Region,4,1,Full time student,5,Not at all,Not at all,Several days,Not at all
1302,28/04/2020 02:42,week 2,0,0,1, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Frequently,Frequently,Always,Always,Frequently,Always,Sometimes,Rarely, ,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Sometimes,Frequently,Always,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.970336798,Female,24,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),4,0,Full time employment,6,Several days,Several days,Several days,Several days
1303,28/04/2020 02:42,week 2,0,3,1, , , ,No,Somewhat easy,Somewhat willing,Always,Frequently,Frequently,Always,Always,Sometimes,Always,Rarely,Not at all,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Not at all,Frequently,Sometimes,4,No,No,No,No,No,No,No,No,No,No,Yes,No,No,????????,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.969726657,Male,48,Northeastern Region,6,1,Full time employment,8,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
1304,28/04/2020 02:43,week 2,2,0,0, , , ,No,Somewhat easy,Very willing,Always,Always,Frequently,Always,Always,Always,Always,Always, ,Always,Sometimes,Sometimes,Always,Always,Always,Sometimes,Always,Always,Always,Frequently,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.11802066,Female,27,Northeastern Region,5,3,Full time student,6,Not at all,Several days,Nearly every day,More than half the days
1305,28/04/2020 02:43,week 2,1,20,1, , , ,Yes,Very easy,Very willing,Always,Frequently,Frequently,Always,Frequently,Frequently,Always,Always,Frequently, ,Frequently,Frequently,Frequently,Always,Always,Frequently,Frequently,Sometimes,Sometimes,Frequently,5,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.203344703,Male,43,Central Region,1,0,Full time employment,8,Not at all,Not at all,Not at all,Not at all
1306,28/04/2020 02:43,week 2,2,3,0, , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always, , ,Frequently,Sometimes,Always,Always,Frequently,Sometimes,Not at all,Always,Frequently,Always,6, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.011316104,Female,49,Southern Region,2,0,Unemployed,2,Nearly every day,Nearly every day,Nearly every day,Nearly every day
1307,28/04/2020 02:43,week 2,4,0,1, , , ,No,Very difficult,Somewhat willing,Always,Always,Sometimes,Frequently,Always,Frequently,Frequently,Always,Always,Always,Not at all,Frequently,Always,Always,Always,Frequently,Not at all,Rarely,Rarely,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.227625602,Female,27,Southern Region,4,2,Full time employment,2,Several days,Several days,Nearly every day,Several days
1308,28/04/2020 02:43,week 2,3,0,2, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Frequently,Always,Always,Always,Frequently,Always,Always,Not at all, ,Frequently,Always,Always,Always,Always,Frequently,Rarely,Sometimes,Frequently,Frequently,4,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.98926078,Male,47,Northern Region,3,0,Full time employment,6,Several days,Several days,More than half the days,Several days
1309,28/04/2020 02:44,week 2,3,3,1, , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Frequently,Frequently,Always,Frequently,Frequently,Frequently, ,Frequently,Frequently,Sometimes,Sometimes,Frequently,Rarely,Frequently,Rarely,Sometimes,Sometimes,Sometimes,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,"Yes, and I have not received my results from the test yet","Yes, and they have not received their results from the test yet",No,No,No,No,No,Yes, ,0.991742573,Female,40,Northeastern Region,3,1,Unemployed,8,Several days,More than half the days,More than half the days,Prefer not to say
1310,28/04/2020 02:44,week 2,2,0,0, , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Frequently,Always,Always,Frequently,Always,Always,Always, ,Sometimes,Frequently,Always,Always,Always,Frequently,Always,Sometimes,Frequently,Always,8,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.932158667,Male,20,Northern Region,3,0,Full time employment,7,Not at all,Not at all,Not at all,Not at all
1311,28/04/2020 02:45,week 2,0,2,1, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,Always,10,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.978877536,Male,54,Northeastern Region,1,0,Full time employment,5,Several days,Several days,Several days,Several days
1312,28/04/2020 02:47,week 2,0,10,1, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Always, ,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Sometimes,Frequently,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.937439422,Male,67,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),1,0,Full time employment,8,Not at all,Not at all,Not at all,Not at all
1313,28/04/2020 02:47,week 2,1,2,2, , , ,No,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Sometimes,Always,Rarely,Sometimes, ,Rarely,Always,Always,Always,Always,Sometimes,Always,Not at all,Sometimes,Always,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.856811445,Female,52,Bangkok and Vicinity (with Nakhon Pathom and Samut Sakhon),2,0,Full time employment,8,Nearly every day,More than half the days,Nearly every day,Nearly every day
1314,28/04/2020 02:48,week 2,5,6,2, , , ,Not sure,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Sometimes,Frequently,Sometimes,Frequently,Rarely,Always,Sometimes,Always,Always,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not", , , , , , , ,0.998791674,Female,19,Central Region,5,2,Full time student,7,Several days,Several days,Several days,Several days
