RecordNo,endtime,region,qweek,i1_health,i2_health,i7a_health,i5a_health,i6_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i7b_health,weight,gender,age,household_size,household_children,employment_status_1,employment_status_2,employment_status_3,employment_status_4,employment_status_5,employment_status_6,employment_status_7,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4
1513,29/04/2020 09:06,North and South Central Coast,week 2,1,4,1, , , ,Not sure,Neither easy nor difficult,Neither willing nor unwilling,Frequently,Sometimes,Always,Not at all,Rarely,Not at all,Frequently,Frequently,Always,Frequently,Rarely,Frequently,Sometimes,Sometimes,Sometimes,Not at all,Always,Always,Sometimes,Frequently,6,No,Yes,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.960553223,Male,29,5,3,No,Yes,Yes,No,No,No,No,5,More than half the days,Nearly every day,Several days,More than half the days
1514,29/04/2020 09:09,Red River Delta,week 2,0,0,0, , , ,No,Neither easy nor difficult,Very willing,Sometimes,Rarely,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Rarely,4,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.960342741,Male,22,6,2,Yes,No,No,No,No,No,No,6,More than half the days,More than half the days,Several days,Nearly every day
1515,29/04/2020 09:10,Southeast,week 2,4,0,0, , , ,No,Somewhat easy,Somewhat willing,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Sometimes,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Frequently,4,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.989123313,Female,20,4,1,Yes,No,No,No,No,No,No,5,More than half the days,Several days,Several days,Not at all
1516,29/04/2020 09:11,Red River Delta,week 2,6,15,0, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Not at all,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.989123313,Female,23,6,1,No,No,No,No,Yes,No,No,8,Not at all,Not at all,Several days,Several days
1517,29/04/2020 09:11,Red River Delta,week 2,4,10,1, , , ,Yes,Very easy,Very willing,Always,Frequently,Always,Always,Always,Sometimes,Always,Always,Sometimes,Not at all,Sometimes,Frequently,Frequently,Frequently,Sometimes,Frequently,Sometimes,Not at all,Always,Frequently,2,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.989340103,Female,25,6,1,Yes,No,No,No,No,No,No,6,More than half the days,Not at all,Not at all,Not at all
1518,29/04/2020 09:12,Southeast,week 2,3,40,1, , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Frequently,Frequently,Frequently,Frequently,Sometimes,Always,Not at all, ,Sometimes,Frequently,Frequently,Always,Frequently,Frequently,Not at all,Not at all,Sometimes,Frequently,10,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.989340103,Female,31,3,0,Yes,No,No,No,No,No,No,7,Several days,Several days,Several days,Several days
1519,29/04/2020 09:13,Southeast,week 2,0,0,0, , , ,No,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,5,No,Yes,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.989340103,Female,25,5,0,Yes,No,No,No,No,Yes,No,10,Nearly every day,Nearly every day,Nearly every day,Nearly every day
1520,29/04/2020 09:13,Southeast,week 2,5,10,2, , , ,No,Very easy,Somewhat willing,Always,Always,Always,Frequently,Always,Frequently,Always,Always,Frequently,Always,Always,Always,Frequently,Frequently,Always,Frequently,Always,Always,Always,Always,5,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,__NA__,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.989123313,Female,23,1,1,No,Yes,No,No,No,No,No,8,More than half the days,Several days,Several days,More than half the days
1521,29/04/2020 16:57,Red River Delta,week 2,4,20,1, , , ,Not sure,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Sometimes,Always,Always,Sometimes, ,Sometimes,Sometimes,Sometimes,Always,Always,Always,Not at all,Not at all,Always,Always,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.989123313,Female,22,5,0,Yes,No,No,No,No,No,No,6,Several days,Several days,Several days,More than half the days
1522,03/05/2020 06:53,North and South Central Coast,week 2,3,10,1, , , ,Not sure,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Frequently,Frequently,Always, ,Frequently,Frequently,Frequently,Frequently,Always,Always,Frequently,Frequently,Sometimes,Always,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not", ,No,No,No,No,No,Yes, ,0.989123313,Female,21,4,1,No,No,Yes,No,No,No,No,5,Not at all,Not at all,Not at all,Not at all
1523,01/05/2020 03:24,Northern Midlands and Mountains,week 2,3,0,1, , , ,No,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Frequently,Sometimes,Always,Always,Always,Frequently,Sometimes,Not at all,Always,Always,8,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.989340103,Female,32,6,2,No,Yes,No,No,No,No,No,7,Not at all,Several days,Not at all,Not at all
1524,29/04/2020 09:19,Red River Delta,week 2,2,0,0, , , ,Yes,Very difficult,Somewhat unwilling,Frequently,Sometimes,Sometimes,Rarely,Frequently,Frequently,Frequently,Sometimes,Rarely,Frequently,Frequently,Frequently,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Frequently,5,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.989123313,Female,20,2,1,No,Yes,No,No,No,No,No,5,Not at all,Several days,Several days,Nearly every day
1525,29/04/2020 09:20,Red River Delta,week 2,3,1,5, , , ,No,Somewhat easy,Very willing,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Frequently,Frequently,Frequently,Frequently,Sometimes,Sometimes,Frequently,Frequently,3,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.960553223,Male,25,4,1,Yes,No,No,No,No,No,No,8,Several days,Several days,More than half the days,More than half the days
1526,29/04/2020 09:21,Mekong River Delta,week 2,4,10,0, , , ,Yes,Somewhat easy,Somewhat willing,Always,Frequently,Frequently,Always,Sometimes,Sometimes,Sometimes,Frequently,Always,Not at all,Rarely,Sometimes,Sometimes,Always,Sometimes,Rarely,Always,Sometimes,Rarely,Sometimes,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.960342741,Male,22,5,1,No,Yes,No,No,No,No,No,7,Several days,Several days,Several days,Several days
1527,29/04/2020 09:21,Red River Delta,week 2,4,12,4, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,2,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.960553223,Male,27,4,0,Yes,No,No,No,No,No,No,8,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
1528,29/04/2020 09:22,Southeast,week 2,6,50,1, , , ,Yes,Somewhat difficult,Very willing,Always,Always,Always,Always,Always,Always,Sometimes,Always,Not at all,Always,Not at all,Always,Frequently,Frequently,Always,Sometimes,Not at all,Always,Always,Always,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.960553223,Male,32,7,3,Yes,No,No,No,No,No,No,5,Nearly every day,More than half the days,Nearly every day,Nearly every day
1529,29/04/2020 09:22,Southeast,week 2,2,4,2, , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Frequently,Always,Frequently,Always,Always, ,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Frequently,12, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.169555434,Male,52,3,1,No,No,No,No,Yes,No,No,3,Nearly every day,More than half the days,More than half the days,More than half the days
1530,29/04/2020 09:23,Red River Delta,week 2,5,15,2, , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Always,Sometimes,Frequently,Frequently,Frequently,Always,Sometimes,Frequently,Frequently,Frequently,Frequently,Sometimes,Always,Always,Frequently,Always,6,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.989340103,Female,34,6,3,Yes,No,No,No,No,No,No,8,Several days,More than half the days,Not at all,More than half the days
1531,29/04/2020 09:24,Red River Delta,week 2,4,15,5, , , ,No,Somewhat easy,Very willing,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Frequently,Frequently,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,4,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.960342741,Male,24,4,1,Yes,No,No,No,No,No,No,7,Not at all,Not at all,Several days,Not at all
1532,29/04/2020 09:24,Southeast,week 2,5,5,2,No,Always,Yes,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,5,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,0.960342741,Male,20,2,2,Yes,Yes,No,No,No,No,No,10,Several days,Several days,Several days,Several days
1533,29/04/2020 09:25,Red River Delta,week 2,7,15,2, , , ,No,Somewhat easy,Somewhat willing,Always,Frequently,Rarely,Frequently,Rarely,Sometimes,Sometimes,Rarely,Frequently,Sometimes,Frequently,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Frequently,Sometimes,Rarely,Frequently,3,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.991604525,Female,41,5,3,Yes,No,No,No,No,No,No,4,More than half the days,Several days,Several days,Several days
1534,29/04/2020 09:26,North and South Central Coast,week 2,5,5,2, , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.960553223,Male,34,6,2,Yes,No,No,No,No,No,No,7,Not at all,Not at all,Not at all,Not at all
1535,29/04/2020 09:26,Southeast,week 2,3,8,5, , , ,Yes,Somewhat easy,Somewhat unwilling,Frequently,Sometimes,Rarely,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Frequently, ,Sometimes,Not at all,Rarely,Sometimes,Frequently,Frequently,Sometimes,Frequently,Frequently,Sometimes,15,No,No,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.960553223,Male,32,5,0,Yes,No,No,No,No,No,No,7,Several days,Nearly every day,More than half the days,Several days
1536,29/04/2020 09:27,North and South Central Coast,week 2,0,0,0, , , ,Not sure,Not sure,Neither willing nor unwilling,Always,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Frequently, , ,Rarely,Frequently,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Rarely,Rarely,0, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I have not received my results from the test yet","Yes, and they have not received their results from the test yet", , , , , , , ,0.989123313,Female,20,Prefer not to say,Don't know,No,No,No,No,No,Yes,No,0,More than half the days,Not at all,Several days,More than half the days
1537,29/04/2020 09:27,Southeast,week 2,10,6,2, , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Sometimes,Frequently,Always,Always,Sometimes,Sometimes,Always,Frequently,Always,6,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.991604525,Female,40,2,2,Yes,No,No,No,No,No,No,9,Several days,Not at all,Not at all,Not at all
1538,29/04/2020 09:28,Red River Delta,week 2,5,6,2, , , ,No,Very easy,Very willing,Frequently,Frequently,Frequently,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Frequently,Always,Always,Frequently,5,No,No,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, ,0.960553223,Male,29,5,1,Yes,No,No,No,No,No,No,9,Not at all,Not at all,Not at all,Several days
1539,29/04/2020 09:29,Red River Delta,week 2,4,0,1, , , ,No,Somewhat difficult,Very willing,Frequently,Always,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Always,Always,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Not at all,Not at all,Frequently,Frequently,3,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.989340103,Female,33,3,1,Yes,No,No,No,No,No,No,4,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
1540,29/04/2020 09:39,Red River Delta,week 2,4,20,2, , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Sometimes,Always,Always,Frequently,Always,Always,Frequently,Sometimes,Always,Not at all,Always,Always,3,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.989123313,Female,21,5,2,No,Yes,No,No,No,No,No,7,Several days,Several days,Not at all,Not at all
1541,29/04/2020 09:42,Southeast,week 2,4,8,2, , , ,No,Neither easy nor difficult,Somewhat willing,Always,Frequently,Frequently,Frequently,Sometimes,Frequently,Sometimes,Frequently,Sometimes, ,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Not at all,Frequently,Frequently,Frequently,8,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.960553223,Male,27,4,0,Yes,No,No,No,No,No,No,5,More than half the days,Not at all,Nearly every day,Several days
1542,29/04/2020 09:49,Southeast,week 2,4,1,0, , , ,Yes,Somewhat difficult,Somewhat willing,Always,Always,Frequently,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Always,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.962751757,Male,36,4,2,No,Yes,No,No,No,No,No,4,More than half the days,More than half the days,Not at all,Several days
1543,29/04/2020 09:51,Red River Delta,week 2,3,7,2, , , ,No,Very easy,Somewhat willing,Always,Sometimes,Frequently,Always,Frequently,Frequently,Frequently,Always,Frequently,Always,Frequently,Always,Always,Always,Frequently,Always,Frequently,Frequently,Always,Always,4,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.962751757,Male,40,4,2,Yes,No,No,No,No,No,No,8,More than half the days,Several days,Several days,More than half the days
1544,29/04/2020 09:51,Red River Delta,week 2,3,10,1, , , ,Yes,Very easy,Very willing,Always,Always,Sometimes,Frequently,Always,Sometimes,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Frequently,Frequently,Not at all,Frequently,Always,10,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.991604525,Female,36,5,1,Yes,No,No,No,No,No,No,7,Several days,Several days,Several days,More than half the days
1545,29/04/2020 09:53,Red River Delta,week 2,7,8,2,Yes,Frequently,Yes,Yes,Very easy,Very willing,Frequently,Sometimes,Frequently,Rarely,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Always,Frequently,Sometimes,Frequently,Frequently,Rarely,Frequently,Always,Frequently,Sometimes,5,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,__NA__,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,"Yes, and I tested negative","Yes, and they tested positive",Yes,No,No,No,No,No,Yes,0.960342741,Male,22,6,4,Yes,No,No,No,No,No,No,9,Several days,Not at all,Not at all,More than half the days
1546,29/04/2020 09:58,Red River Delta,week 2,0,2,1, , , ,Not sure,Somewhat easy,Very willing,Always,Frequently,Frequently,Always,Always,Frequently,Not at all,Always,Sometimes,Not at all,Sometimes,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Rarely,Frequently,Always,7,No,No,No,No,No,No,No,No,No,No,Yes,No,No,K? thu?t,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.960553223,Male,26,2,1,Yes,No,No,No,No,No,No,5,Several days,Several days,Several days,More than half the days
1547,29/04/2020 10:00,Southeast,week 2,0,0,1, , , ,Not sure,Somewhat difficult,Neither willing nor unwilling,Always,Frequently,Frequently,Frequently,Always,Frequently,Always,Always, ,Always,Always,Frequently,Always,Always,Always,Frequently,Always,Frequently,Frequently,Always,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,1.22217232,Male,64,3,1,No,No,No,Yes,No,No,No,6,Not at all,Not at all,Not at all,Not at all
1548,29/04/2020 10:00,Mekong River Delta,week 2,0,10,2, , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Always,Frequently,Frequently,Sometimes,Always, ,Sometimes,Sometimes,Frequently,Frequently,Frequently,Frequently,Sometimes,Sometimes,Frequently,Frequently,Frequently,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.989123313,Female,22,3,1,No,No,Yes,No,No,No,No,4,Nearly every day,Nearly every day,Nearly every day,Nearly every day
1549,29/04/2020 10:01,Southeast,week 2,3,10,3, , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Rarely, ,Always,Sometimes,Sometimes,Always,Frequently,Frequently,Rarely,Rarely,Sometimes,Always,5,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not","No, they have not",No,No,No,No,No,Yes, ,0.989340103,Female,25,4,0,Yes,No,No,No,No,No,No,6,Nearly every day,Several days,Several days,Several days
1550,29/04/2020 10:02,North and South Central Coast,week 2,3,1,1, , , ,Not sure,Not sure,Not sure,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely, ,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,0, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"No, I have not",Not sure, , , , , , , ,0.989340103,Female,29,5,4,No,No,No,No,Yes,No,No,0,Nearly every day,Nearly every day,Nearly every day,Nearly every day
