RecordNo,endtime,qweek,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,weight,gender,age,region,household_size,household_children,employment_status,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4,m1_1,m1_2,m1_3,m1_4,m2,m3,m4_1,m4_2,m4_3,m4_4,m4_96,m4_99,m4_other,m5_1,m5_2,m6_1,m6_2,m6_3,m6_4,m6_5,m6_6,m6_7,m6_8,m6_96,m6_other,m7_1,m7_2,m7_3,m7_4,m7_5,m7_6,m7_8,m7_9,m7_10,m7_11,m8_1,m8_2,m8_3,m8_4,m8_5,m8_6,m8_7,m8_8,m8_96,m8_99,m8_other,m9_1,m9_2,m9_3,m9_4,m9_5,m9_6,m9_7,m10,m11,m12_1,m12_2,m12_3,m12_4,m12_5,m12_6,m12_7,m12_8,m12_96,m12_99,m12_other,m13_1,m13_2,m13_3,m13_4,m13_5,m13_6,m13_8,m13_9,m13_10,m13_11,v1,v2_1,v2_2,v2_3,v2_4,v2_5,v2_99,v3,v3_open,v4_1,v4_2,v4_3,v4_4,v4_5,v4_96,v4_99,v3_other
35,03/04/2020 15:04,week 1,2,6,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all, ,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Sometimes,20,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.951874316,Female,33,"Central West - Clementi, Upper Bukit Timah",3,0,Part time employment, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
36,03/04/2020 15:06,week 1,2,0,1,"No, I have not","No, they have not",Yes,No,No,No,No,No,Not sure,Sometimes,No,Not sure,Yes,Neither easy nor difficult,Neither willing nor unwilling,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Frequently,Frequently,Frequently,Always,Sometimes,Rarely,Not at all,Not at all,Frequently,Sometimes,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.940353758,Female,41,North East - Seletar,3,1,Full time employment, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
37,03/04/2020 15:07,week 1,2,15,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Frequently,Frequently,Sometimes,Rarely,Rarely,Sometimes,Frequently,Frequently,Frequently,Always,Frequently,Sometimes,Rarely,Sometimes,Always,Sometimes,5,No,No,No,No,No,No,No,No,No,No,Yes,No,No,hotel,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.995542996,Male,45,"Far North - Woodlands, Admiralty",3,1,Full time employment, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
38,03/04/2020 15:08,week 1,4,1,2,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Very willing,Always,Always,Rarely,Always,Frequently,Frequently,Always,Not at all,Rarely,Sometimes,Frequently,Frequently,Sometimes,Rarely,Always,Rarely,Always,Frequently,Frequently,Rarely,10,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.995542996,Male,53,"Upper East Coast - Bedok, Bayshore",4,3,Part time employment, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
39,03/04/2020 15:11,week 1,4,1000,1,"No, I have not","No, they have not",Yes,No,No,No,No,No,Not sure,Rarely,No,Yes,Yes,Somewhat difficult,Somewhat willing,Not at all,Sometimes,Frequently,Frequently,Always,Sometimes,Frequently,Rarely,Not at all,Not at all,Frequently,Rarely,Sometimes,Always,Frequently,Frequently,Not at all,Sometimes,Sometimes,Rarely,4,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.914423564,Male,21,"Upper East Coast - Bedok, Bayshore",5,1,Part time employment, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
40,03/04/2020 15:13,week 1,3,10,1,"No, I have not","No, they have not",No,Yes,No,No,No,No,No,Frequently,Yes,No,Yes,Neither easy nor difficult,Somewhat willing,Frequently,Frequently,Frequently,Always,Always,Always,Always,Sometimes,Frequently, ,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Frequently,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0.93666985,Female,52,"Central South - Tiong Bahru, Queenstown",4,0,Full time employment, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
41,03/04/2020 15:14,week 1,2,700,2,"No, I have not","No, they have not",No,Yes,No,No,No,No,Not sure,Frequently,Yes,No,Yes,Very difficult,Very willing,Always,Always,Frequently,Always,Frequently,Frequently,Sometimes,Always,Frequently,Not at all,Always,Frequently,Always,Always,Always,Frequently,Frequently,Always,Frequently,Sometimes,24,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,0.995542996,Male,48,"Central East - Eunos, Geylang",3,1,Full time employment, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
42,03/04/2020 15:14,week 1,3,15,1,"No, I have not","No, they have not",Yes,No,No,No,No,No,Not sure,Not at all,No,No,Yes,Somewhat easy,Very willing,Not at all,Frequently,Frequently,Rarely,Frequently,Frequently,Always,Rarely,Rarely,Rarely,Always,Always,Always,Always,Always,Frequently,Not at all,Rarely,Sometimes,Sometimes,3,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Working from home the next 7 days,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.995542996,Male,52,"North West - Bukit Batok, Choa Chu Kang",4,1,Full time employment, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
43,03/04/2020 15:19,week 1,0,4,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat difficult,Somewhat willing,Not at all,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Rarely,Sometimes,Sometimes, ,Frequently,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Not at all,Not at all,Sometimes,Sometimes,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.216838181,Male,61,"Upper East Coast - Bedok, Bayshore",1,0,Full time employment, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
44,03/04/2020 15:20,week 1,2,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Very easy,Very willing,Not at all,Sometimes,Sometimes,Always,Always,Frequently,Always,Not at all,Not at all, ,Frequently,Not at all,Sometimes,Always,Sometimes,Not at all,Always,Sometimes,Rarely,Sometimes,2,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0.93666985,Female,54,"Central - Toa Payoh, Balestier",3,0,Part time employment, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
45,03/04/2020 15:22,week 1,3,8,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Not at all,Always,Always,Always,Always,Sometimes,Always, ,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Not at all,Sometimes,Sometimes,Sometimes,20,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Operations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.230061028,Female,49,"Far North - Yishun, Sembawang",3,0,Full time employment, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
46,03/04/2020 15:23,week 1,2,1,1,"Yes, and I tested negative","No, they have not",Yes,Yes,No,No,No,No,Not sure,Always,Yes,Not sure,Yes,Somewhat difficult,Very willing,Frequently,Always,Frequently,Always,Frequently,Always,Frequently,Frequently,Always,Frequently,Always,Always,Frequently,Always,Always,Frequently,Frequently,Always,Always,Frequently,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Airline reservations, , , , , , , , , , , , , , , ,1.307374888,Male,47,"North East - Hougang, Punggol",8 or more,4,Full time employment, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47,03/04/2020 15:23,week 1,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Frequently,Frequently, , ,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Always,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.981675316,Female,71,"Central - Tanglin, Holland, River Valley",2,0,Retired, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
48,03/04/2020 15:36,week 1,2,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Neither easy nor difficult,Somewhat willing,Not at all,Frequently,Not at all,Always,Frequently,Sometimes,Frequently,Not at all, , ,Always,Sometimes,Sometimes,Frequently,Frequently,Not at all,Not at all,Always,Sometimes,Not at all,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.913032916,Male,60,"North West - Bukit Batok, Choa Chu Kang",3,0,Unemployed, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
49,03/04/2020 15:40,week 1,3,20,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Rarely,Frequently,Frequently,Always,Sometimes,Sometimes,Not at all,Rarely,Not at all, ,Always,Rarely,Sometimes,Frequently,Frequently,Sometimes,Always,Sometimes,Frequently,Sometimes,50,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.951874316,Female,29,"North East - Hougang, Punggol",4,0,Full time employment, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
50,03/04/2020 15:41,week 1,8,10,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Sometimes,Always,Sometimes,Always,Always,Sometimes,Always,Always, , ,Always,Always,Always,Always,Sometimes,Frequently,Sometimes,Rarely,Rarely,Sometimes,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.93666985,Female,51,"North East - Hougang, Punggol",2,0,Retired, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
51,03/04/2020 15:42,week 1,4,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Frequently,Sometimes,Always,Always,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Sometimes,Frequently,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.25324984,Female,38,"Upper East Coast - Bedok, Bayshore",5,2,Full time employment, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
52,03/04/2020 15:44,week 1,2,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Rarely,Always,Always,Always,Frequently,Frequently,Always,Sometimes,Rarely, ,Always,Always,Always,Always,Frequently,Frequently,Always,Sometimes,Frequently,Frequently,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,retail,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.93666985,Female,46,"Far North - Woodlands, Admiralty",3,0,Part time employment, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
53,03/04/2020 15:44,week 1,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Not at all,Frequently,Frequently,Frequently,Always,Frequently,Frequently,Always,Rarely, ,Always,Frequently,Always,Always,Always,Rarely,Not at all,Rarely,Rarely,Sometimes,3,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0.913032916,Male,65,"Far East - Changi, Loyang",3,0,Full time employment, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
54,03/04/2020 15:46,week 1,4,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Sometimes,Not at all,Always,Frequently,Always,Frequently,Sometimes,Always, ,Always,Always,Always,Always,Frequently,Sometimes,Always,Always,Always,Frequently,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.93666985,Female,46,"Far North - Woodlands, Admiralty",5,0,Full time employment, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
55,03/04/2020 15:46,week 1,3,100,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Not at all,Not at all,Not at all,Always,Always,Not at all,Not at all,Not at all,Not at all, ,Not at all,Always,Always,Always,Sometimes,Not at all,Not at all,Not at all,Not at all,Not at all,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,0.93666985,Female,49,"Far East - Tampines, Pasir Ris",4,0,Full time employment, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
56,03/04/2020 15:47,week 1,1,40,20,"No, I have not","No, they have not",No,Yes,No,No,No,No,Not sure,Sometimes,No,No,Not sure,Very difficult,Somewhat willing,Not at all,Frequently,Frequently,Sometimes,Always,Sometimes,Rarely,Always,Frequently, ,Sometimes,Rarely,Rarely,Sometimes,Frequently,Rarely,Not at all,Sometimes,Rarely,Always,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.951842644,Male,27,Central - Orchard,2,0,Full time employment, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
57,03/04/2020 15:47,week 1,2,50,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Not at all,Always,Sometimes,Always,Not at all,Sometimes,Always,Rarely,Frequently, ,Always,Not at all,Rarely,Always,Rarely,Rarely,Not at all,Not at all,Sometimes,Rarely,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.940353758,Female,44,"Central - Toa Payoh, Balestier",3,0,Full time employment, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
58,03/04/2020 15:49,week 1,3,30,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Rarely,Frequently,Frequently,Always,Frequently,Frequently,Always,Frequently,Not at all, ,Frequently,Sometimes,Frequently,Always,Frequently,Sometimes,Always,Rarely,Sometimes,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.951874316,Female,28,"Far North - Yishun, Sembawang",4,0,Full time employment, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
59,03/04/2020 15:51,week 1,4,4,0,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Always,Always,Always,Frequently,Sometimes,Always, , ,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Sometimes,7, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.982315845,Male,46,"Upper East Coast - Bedok, Bayshore",Prefer not to say,Prefer not to say,Other, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60,03/04/2020 15:51,week 1,3,20,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Sometimes, ,Sometimes,Frequently,Frequently,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Frequently,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.964659464,Male,26,"Far East - Tampines, Pasir Ris",4,0,Full time employment, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
61,03/04/2020 15:51,week 1,1,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat unwilling,Rarely,Frequently,Frequently,Frequently,Always,Sometimes,Always,Sometimes,Frequently, ,Sometimes,Sometimes,Sometimes,Rarely,Frequently,Sometimes,Not at all,Rarely,Always,Always,5,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,0.995542996,Male,48,"Far East - Tampines, Pasir Ris",2,0,Full time employment, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
62,03/04/2020 15:52,week 1,6,3,0,"No, I have not","No, they have not",Yes,No,No,No,No,No,Not sure,Frequently,No,No,Yes,Somewhat easy,Very willing,Sometimes,Sometimes,Sometimes,Rarely,Frequently,Sometimes,Rarely,Not at all, ,Not at all,Frequently,Sometimes,Frequently,Always,Sometimes,Rarely,Rarely,Not at all,Rarely,Rarely,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,1.220113808,Female,19,"North West - Bukit Batok, Choa Chu Kang",7,3,Not working, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
63,03/04/2020 15:56,week 1,3,10,1,"No, I have not", , , , , , , , , , , ,No,Neither easy nor difficult,Somewhat willing,Not at all,Frequently,Frequently,Always,Frequently,Frequently,Frequently,Sometimes,Rarely,Not at all,Always,Sometimes,Always,Always,Always,Frequently,Not at all,Sometimes,Rarely,Sometimes,8,No,No,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0.913032916,Male,57,"Far East - Tampines, Pasir Ris",4,1,Full time employment, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
