RecordNo,endtime,qweek,gender,region,region_recode,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5_health_98,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,profile_household_size,weight,age,household_size,household_children,employment_status
236,2020-04-03 18:41:24,week 1,Male,Seoul special city,Gyeonggi,2,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Rarely,Always,Frequently,Always,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Always,Frequently,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,3,.837582179841,35,3,1,Full time employment
237,2020-04-03 18:43:22,week 1,Male,Busan metropolitan city,Gyeongsang,2,100,1,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Not sure,Not at all,No,Not sure,Yes,Very difficult,Very willing,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Sometimes,Always,Always,Always,Always,Always,Sometimes,Sometimes,Not at all,Always,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,3,.717782425996,49,3,1,Full time employment
238,2020-04-03 19:08:58,week 1,Male,Seoul special city,Gyeonggi,0,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,No,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1,.837582179841,44,1,1,Full time employment
239,2020-04-03 19:15:11,week 1,Male,Seoul special city,Gyeonggi,0,5,5,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Not sure,Always,No,No,Yes,Somewhat easy,Somewhat willing,Sometimes,Always,Always,Always,Always,Always,Always,Rarely,Sometimes, ,Not at all,Frequently,Sometimes,Sometimes,Always,Always,Sometimes,Always,Always,Always,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,.835484834705,28,1,0,Full time employment
241,2020-04-03 19:35:30,week 1,Female,Busan metropolitan city,Gyeongsang,2,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,No,Somewhat difficult,Somewhat willing,Frequently,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Sometimes,Sometimes,1,No,Yes,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,3,.932671227545,30,3,1,Full time employment
242,2020-04-03 19:43:12,week 1,Male,North Gyeongsang Province,Gyeongsang,1,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat difficult,Very willing,Always,Always,Frequently,Always,Always,Always,Always,Not at all,Always, ,Always,Not at all,Not at all,Not at all,Always,Always,Always,Not at all,Always,Always,5,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,2,.717782425996,54,2,0,Full time employment
243,2020-04-03 19:43:29,week 1,Female,Gwangju metropolitan city,Jeolla,3,50,3,"No, I have not","No, they have not",Yes,No,No,Yes,No,No,No,No,Frequently,No,No,Yes,Very difficult,Very willing,Always,Always,Always,Always,Frequently,Frequently,Always,Sometimes,Always,Frequently,Always,Frequently,Always,Always,Rarely,Frequently,Not at all,Rarely,Always,Sometimes,2,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,.928198741665,27,4,2,Full time employment
244,2020-04-03 19:49:15,week 1,Male,Seoul special city,Gyeonggi,2,2,0,Prefer not to say,Prefer not to say,No,No,No,No,No,No,Yes, , , , ,Not sure,Not sure,Not sure,Always,Always,Sometimes,Always,Always,Always,Always,Sometimes, , ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Always,100, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Prefer not to say,.835484834705,27,Prefer not to say,Prefer not to say,Other
245,2020-04-03 19:51:37,week 1,Female,North Gyeongsang Province,Gyeongsang,4,8,2,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat difficult,Very willing,Always,Frequently,Always,Rarely,Frequently,Sometimes,Frequently,Frequently,Sometimes,Always,Always,Sometimes,Rarely,Not at all,Frequently,Sometimes,Not at all,Rarely,Sometimes,Frequently,3,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,5,.935012542889,38,5,3,Part time employment
246,2020-04-03 20:09:42,week 1,Male,Gyeonggi Province,Gyeonggi,2,2,2,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat easy,Very unwilling,Always,Always,Always,Always,Sometimes,Frequently,Frequently,Frequently,Sometimes,Always,Frequently,Frequently,Frequently,Always,Always,Frequently,Frequently,Rarely,Always,Frequently,1,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,4,.832591613061,19,4,2,Full time employment
247,2020-04-03 20:10:04,week 1,Male,Daejeon metropolitan city,Chungcheong,1,2,0,"No, I have not","No, they have not",Yes,No,No,Yes,No,No,No,No,Always,No,No,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Frequently,Sometimes,Always,10,No,No,No,No,No,No,No,No,No,No,Yes,No,No,자택에서 사무일,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,3,.694904124932,37,3,0,Full time employment
248,2020-04-03 20:13:18,week 1,Female,Daegu metropolitan city,Gyeongsang,0,0,3,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Sometimes,Frequently,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,.929441456674,22,4,0,Unemployed
249,2020-04-03 20:20:57,week 1,Male,Incheon metropolitan city,Gyeonggi,0,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,No,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Sometimes,Always,Not at all,Not at all, ,Always,Sometimes,Sometimes,Always,Sometimes,Frequently,Not at all,Always,Always,Always,5,No,No,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,.835484834705,29,1,0,Full time employment
250,2020-04-03 20:37:05,week 1,Male,Incheon metropolitan city,Gyeonggi,2,0,1,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,No,Always,No,No,Yes,Very difficult,Very willing,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Rarely,Rarely,Frequently,Always,15,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,3,.855498634964,49,3,1,Full time employment
251,2020-04-03 20:37:07,week 1,Male,Seoul special city,Gyeonggi,3,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat difficult,Neither willing nor unwilling,Sometimes,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,.837582179841,41,4,2,Full time employment
253,2020-04-03 20:48:08,week 1,Female,Seoul special city,Gyeonggi,2,15,2,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,No,Frequently,No,No,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Sometimes,Not at all,Frequently,Frequently, ,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Frequently,Frequently,Always,Always,6,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,1.11161674226,28,4,0,Full time employment
254,2020-04-03 21:03:50,week 1,Male,South Chungcheong Province,Chungcheong,1,1,2,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Frequently,Always,Frequently,Frequently,Always,Sometimes,Sometimes,Always,Always,Always,Always,Frequently,Sometimes,Always,Frequently,Frequently,Frequently,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,2,1.0681918489,63,2,2,Full time employment
255,2020-04-03 21:09:00,week 1,Male,Incheon metropolitan city,Gyeonggi,3,10,3,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Sometimes,Frequently,Not at all,Not at all, ,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Frequently,Always,10,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,.832591613061,21,4,0,Full time employment
256,2020-04-03 21:13:14,week 1,Male,Gwangju metropolitan city,Jeolla,1,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Sometimes,Rarely,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Not at all,Frequently,Rarely,Frequently,Sometimes,Frequently,2,No,No,No,No,Yes,No,No,No,No,No,No,No,No,__NA__,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,1,.697628906414,30,1,2,Part time employment
257,2020-04-03 21:14:15,week 1,Female,Seoul special city,Gyeonggi,3,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat difficult,Somewhat willing,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Frequently,Frequently,Sometimes,Sometimes, ,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,1.71304316655,78,4,0,Full time employment
258,2020-04-03 21:16:19,week 1,Female,Gyeonggi Province,Gyeonggi,3,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,No,Somewhat difficult,Very willing,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,Frequently,Frequently, , ,Frequently,Sometimes,Sometimes,Always,Sometimes,Frequently,Always,Frequently,Frequently,Sometimes,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,1.10776729642,20,4,0,Full time student
252,2020-04-03 20:40:06,week 1,Female,Gyeonggi Province,Gyeonggi,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,2,1.71304316655,59,2,0,Not working
259,2020-04-03 21:30:13,week 1,Female,Daejeon metropolitan city,Chungcheong,2,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat difficult,Very willing,Always,Always,Frequently,Frequently,Always,Always,Always,Not at all,Not at all, ,Always,Always,Always,Always,Always,Frequently,Always,Sometimes,Not at all,Rarely,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,5,.922258231049,33,5,0,Full time employment
260,2020-04-03 21:31:40,week 1,Female,Gangwon Province,Gangwon,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Sometimes,Frequently,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,3,.933676375929,47,3,1,Part time employment
261,2020-04-03 21:39:41,week 1,Male,Seoul special city,Gyeonggi,3,10,1,"Yes, and I tested negative","Yes, and they tested negative",No,Yes,No,No,No,No,No,No,Rarely,Yes,No,Yes,Neither easy nor difficult,Neither willing nor unwilling,Always,Frequently,Always,Rarely,Sometimes,Frequently,Rarely,Frequently,Rarely,Frequently,Frequently,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,5,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,4,.837582179841,42,4,2,Full time employment
262,2020-04-03 21:48:16,week 1,Female,North Jeolla Province,Jeolla,2,2,1,"No, I have not",Not sure,No,No,No,No,No,Yes,No, , , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Always,Always,Always,Rarely,Rarely,Rarely,Always, ,Rarely,Sometimes,Rarely,Rarely,Always,Rarely,Not at all,Not at all,Always,Sometimes,7,No,No,No,No,No,No,No,Yes,No,No,No,No,No,__NA__, , , , , , , , , , , , , , , ,2,1.43038913608,59,2,0,Part time employment
263,2020-04-03 21:50:59,week 1,Female,Gyeonggi Province,Gyeonggi,3,5,2,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat difficult,Very willing,Always,Always,Always,Always,Frequently,Frequently,Frequently,Frequently,Sometimes,Frequently,Sometimes,Frequently,Frequently,Sometimes,Frequently,Frequently,Always,Frequently,Frequently,Frequently,10,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,1.11440727043,35,3,1,Full time employment
264,2020-04-03 21:52:08,week 1,Male,South Jeolla Province,Jeolla,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat difficult,Very willing,Frequently,Always,Sometimes,Always,Frequently,Frequently,Rarely,Frequently,Frequently, ,Frequently,Sometimes,Frequently,Always,Frequently,Sometimes,Always,Rarely,Frequently,Frequently,6,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,.699380187267,44,1,0,Full time employment
265,2020-04-03 21:52:28,week 1,Male,South Chungcheong Province,Chungcheong,0,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Always,Not at all, ,Always,Frequently,Always,Always,Frequently,Always,Always,Sometimes,Rarely,Sometimes,10,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,.694904124932,38,1,0,Full time employment
266,2020-04-03 21:56:58,week 1,Male,Busan metropolitan city,Gyeongsang,0,0,1,"No, I have not",Not sure,No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Frequently,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Frequently,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,.717782425996,49,1,0,Unemployed
267,2020-04-03 21:59:45,week 1,Male,Daejeon metropolitan city,Chungcheong,3,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Frequently,Frequently,Always,Always,Sometimes, ,Always,Sometimes,Not at all,Not at all,Always,Sometimes,Always,Not at all,Frequently,Frequently,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,4,1.0681918489,58,4,0,Full time employment
268,2020-04-03 22:02:27,week 1,Female,South Gyeongsang Province,Gyeongsang,1,10,2,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,No,Somewhat difficult,Very willing,Frequently,Frequently,Frequently,Always,Always,Frequently,Frequently,Frequently,Not at all, ,Frequently,Frequently,Frequently,Always,Always,Sometimes,Frequently,Rarely,Frequently,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,1.43728140487,57,2,0,Full time employment
269,2020-04-03 22:07:55,week 1,Male,Gyeonggi Province,Gyeonggi,4,4,2,"No, I have not",Not sure,No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Frequently,Always,Frequently,Always,Frequently,Frequently,Rarely,Always,Always,Frequently,Always,Always,Always,Frequently,Always,Frequently,Frequently,Always,1,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,.832591613061,19,4,4,Full time employment
270,2020-04-03 22:13:28,week 1,Female,Seoul special city,Gyeonggi,2,3,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat difficult,Very willing,Always,Always,Frequently,Always,Always,Frequently,Always,Sometimes,Always,Always,Always,Frequently,Frequently,Frequently,Frequently,Sometimes,Always,Sometimes,Frequently,Sometimes,10,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,3,1.13824520339,52,3,1,Full time employment
271,2020-04-03 22:14:49,week 1,Female,North Jeolla Province,Jeolla,3,10,2,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Frequently,Always,Frequently,Frequently,Always,Always,Sometimes,Always,Always,Frequently,Always,Always,Always,Frequently,Frequently,Always,Sometimes,Always,10,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,.930528829579,36,4,1,Full time employment
272,2020-04-03 22:24:22,week 1,Female,Seoul special city,Gyeonggi,3,100,1,"No, I have not","No, they have not",No,No,Yes,No,Yes,No,No,Not sure,Rarely,No,Not sure,Yes,Somewhat difficult,Somewhat willing,Sometimes,Frequently,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Not at all,Sometimes,Rarely,Sometimes,Frequently,Sometimes,Sometimes,Not at all,Not at all,Sometimes,Sometimes,5,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,피팅모델,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,1.10776729642,23,4,1,Part time employment
273,2020-04-03 22:24:32,week 1,Male,Seoul special city,Gyeonggi,3,3,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Always,Sometimes, ,Not at all,Always,Frequently,Always,Always,Frequently,Rarely,Not at all,Not at all,Frequently,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,5,.835484834705,27,5,1,Unemployed
274,2020-04-03 22:26:12,week 1,Male,Jeju special autonomous province,Jeolla,0,100,2,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,No,Somewhat easy,Very willing,Always,Frequently,Frequently,Frequently,Always,Rarely,Not at all,Not at all,Not at all, ,Always,Not at all,Always,Always,Rarely,Not at all,Not at all,Not at all,Rarely,Not at all,30,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,.714340407339,45,1,0,Full time employment
275,2020-04-03 22:41:00,week 1,Female,North Chungcheong Province,Chungcheong,2,2,3,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,No,Very difficult,Very willing,Always,Sometimes,Always,Always,Always,Rarely,Always,Always,Not at all, ,Sometimes,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Rarely,2,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,.924573406304,41,4,0,Full time employment
276,2020-04-03 22:42:47,week 1,Male,Seoul special city,Gyeonggi,3,20,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,No,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,8,No,No,No,No,No,No,No,No,No,Yes,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,.837582179841,43,4,2,Full time employment
277,2020-04-03 22:43:58,week 1,Female,Busan metropolitan city,Gyeongsang,0,30,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Very difficult,Very willing,Always,Always,Frequently,Always,Always,Frequently,Frequently,Not at all,Always, ,Always,Frequently,Always,Always,Always,Sometimes,Always,Always,Frequently,Frequently,10,No,No,No,No,No,No,No,Yes,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,.932671227545,29,4,0,Full time employment
278,2020-04-03 22:44:02,week 1,Male,North Jeolla Province,Jeolla,4,100,1,"No, I have not","No, they have not",No,No,No,No,No,Yes,No, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,Always,Always,Always,Always,Frequently,Always,Rarely,Not at all,Always,30,No,No,No,No,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,4,.714340407339,45,4,4,Full time employment
